NodeID,PageRank,Hub,KatzCentrality,DegreeCentrality
1140,0.008852450874639782,0.016438325908950637,0.0866772556656157,0.024096385542168676
1268,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1147,0.007102166631971399,0.01659122450682018,0.0866772556656157,0.030120481927710843
1144,0.008852450874639782,0.016438325908950637,0.0866772556656157,0.024096385542168676
1262,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
3719,0.005490313439208626,0.0,0.06660321242578222,0.006024096385542169
1269,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1265,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
24,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
26,0.005149842857586248,0.0,0.06902590891765181,0.006024096385542169
20,0.005149842857586248,0.0,0.06902590891765181,0.006024096385542169
1078,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
1075,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
28,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
24965,0.006773224767108173,0.0,0.06902590891765181,0.006024096385542169
1674,0.005490313439208626,0.0,0.07800954054180648,0.006024096385542169
8,0.00895636615427786,7.821040717187155e-05,0.06902590891765181,0.024096385542168676
1677,0.005490313439208626,0.0,0.06902590891765181,0.006024096385542169
1671,0.005490313439208626,0.0,0.07800954054180648,0.006024096385542169
1094,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1097,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
1159,0.006132261295307646,0.01690571642674245,0.07570156441791116,0.042168674698795185
1091,0.005089689085499541,0.0,0.06836833691167724,0.006024096385542169
1154,0.008852450874639782,0.016438325908950637,0.06836833691167724,0.024096385542168676
1157,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
31260,0.005089689085499541,0.0,0.09325288257026472,0.006024096385542169
31285,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
25349,0.005803319430444421,0.0,0.06660321242578222,0.006024096385542169
1150,0.008852450874639782,0.016438325908950637,0.07669545398809727,0.006024096385542169
1069,0.005089689085499541,0.0,0.06660321242578222,0.006024096385542169
58,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
55,0.005149842857586248,0.0,0.06660321242578222,0.006024096385542169
1062,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
50,0.005149842857586248,0.0,0.06836833691167724,0.006024096385542169
1066,0.005089689085499541,0.0,0.07800954054180648,0.024096385542168676
18,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
1087,0.008852450874639782,0.016438325908950637,0.07800954054180648,0.006024096385542169
1084,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
25350,0.005803319430444421,0.0,0.0866772556656157,0.006024096385542169
1082,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1080,0.005089689085499541,0.0,0.0866772556656157,0.006024096385542169
1120,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1122,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
31275,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1125,0.005089689085499541,0.0,0.07800954054180648,0.024096385542168676
1089,0.005089689085499541,0.0,0.07800954054180648,0.030120481927710843
1127,0.008852450874639782,0.016438325908950637,0.07800954054180648,0.03614457831325302
392,0.009726751263032973,0.0003089685769218321,0.06836833691167724,0.006024096385542169
390,0.010185787543024991,0.01674444714399559,0.06737016685831346,0.006024096385542169
395,0.006970919553588807,0.0,0.06836833691167724,0.006024096385542169
52,0.005149842857586248,0.0,0.06660321242578222,0.006024096385542169
31282,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
66311,0.007207920338522449,0.0,0.06902590891765181,0.006024096385542169
31254,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
66314,0.007207920338522449,0.0,0.06660321242578222,0.7349397590361446
1256,0.005089689085499541,0.0,0.06836833691167724,0.006024096385542169
520,0.04217533148928251,0.7925451414841244,0.07800954054180648,0.006024096385542169
1253,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1250,0.005089689085499541,0.0,0.07669545398809727,0.006024096385542169
1259,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
1235,0.005089689085499541,0.0,0.08606299419726617,0.006024096385542169
31248,0.005089689085499541,0.0,0.06902590891765181,0.042168674698795185
1232,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1133,0.006132261295307646,0.01690571642674245,0.07800954054180648,0.024096385542168676
31241,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1130,0.008852450874639782,0.016438325908950637,0.06902590891765181,0.024096385542168676
1238,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1136,0.008852450874639782,0.016438325908950637,0.06902590891765181,0.006024096385542169
31245,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
39,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
22,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
31,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
36,0.005149842857586248,0.0,0.06902590891765181,0.006024096385542169
34,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
1240,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1243,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
647,0.007516578930080482,0.0,0.07800954054180648,0.006024096385542169
1246,0.005089689085499541,0.0,0.0866772556656157,0.006024096385542169
1225,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1222,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1072,0.005089689085499541,0.0,0.06836833691167724,0.006024096385542169
1228,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
61,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
63,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
64,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
69,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
25351,0.005803319430444421,0.0,0.07800954054180648,0.006024096385542169
65925,0.015266150826723836,0.0,0.07800954054180648,0.006024096385542169
31279,0.005089689085499541,4.634383605399646e-06,0.07800954054180648,0.03614457831325302
1038,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
2,0.015570323977211208,0.0,0.0866772556656157,0.006024096385542169
6,0.005149842857586248,0.00033387117872964763,0.07700832469163255,0.22891566265060243
1032,0.005089689085499541,0.0,0.09735155614850599,0.006024096385542169
24455,0.005803319430444421,0.0,0.06902590891765181,0.006024096385542169
1036,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1034,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
24453,0.005803319430444421,0.0,0.07800954054180648,0.006024096385542169
1213,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1210,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1216,0.005089689085499541,0.0,0.06727077819203287,0.006024096385542169
1217,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1219,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
24454,0.005803319430444421,0.0,0.06727077819203287,0.006024096385542169
254711427,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
13709,0.005815545791802214,0.0,0.07800954054180648,0.006024096385542169
3725,0.005490313439208626,0.0,0.06902590891765181,0.006024096385542169
31271,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
254711429,0.005149842857586248,0.0,0.07800954054180648,0.006024096385542169
254711428,0.005149842857586248,0.0,0.06902590891765181,0.006024096385542169
3722,0.005490313439208626,0.0,0.07800954054180648,0.006024096385542169
11,0.013001773024555864,0.0,0.07800954054180648,0.006024096385542169
1059,0.005089689085499541,0.007915159267432087,0.18308955092263746,0.05421686746987952
13,0.006204641428752146,8.043416692725996e-05,0.07800954054180648,0.042168674698795185
16,0.013208073345787634,7.903187056467868e-05,0.07800954054180648,0.03614457831325302
1187,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1029,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1183,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1180,0.005089689085499541,0.0,0.08430786347164722,0.006024096385542169
1106,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
31257,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1103,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1100,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1109,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
1166,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
66183,0.011528068270958945,8.368886171514149e-07,0.07800954054180648,0.006024096385542169
1163,0.005089689085499541,0.0,0.06902590891765181,0.006024096385542169
1204,0.005089689085499541,0.0,0.0866772556656157,0.006024096385542169
1207,0.005089689085499541,0.0,0.07800954054180648,0.006024096385542169
